0,1
../Datasets/images/image_90.jpg,ना ६ ख ४०५७
../Datasets/images/image_344.jpg,"लु ६५ प 
१२७२"
../Datasets/images/image_144.jpg,बा २०च ३६१३
../Datasets/images/image_407.jpg,"बा.२ज 
४९४३"
../Datasets/images/image_22.jpg,बा२१च३६८६
../Datasets/images/image_348.jpg,ग १४ प७९-६१
../Datasets/images/image_352.jpg,"ना.५ ख 
८९७२"
../Datasets/images/image_266.jpg,"ना ६५प 
४८१२"
../Datasets/images/image_489.jpg,"बा ४१ प 
३४५६"
../Datasets/images/image_234.jpg,"प्र-०२-०३-००१२ 
३०५८"
../Datasets/images/image_57.jpg,"ना ६ ख 
५३८७"
../Datasets/images/image_190.jpg,"बा ६ 0 प 
५ ६ ४ ८"
../Datasets/images/image_111.jpg,"ना. ६ ख 
६ ८ 0"
../Datasets/images/image_451.jpg,"बा.३ ख 
९११३"
../Datasets/images/image_13.jpg,"ग १ ख 
२९६३"
../Datasets/images/image_204.jpg,"बा.६३प 
१५८५"
../Datasets/images/image_118.jpg,"ना.३ ख 
८०५०"
../Datasets/images/image_42.jpg,"00७प 
३००१"
../Datasets/images/image_104.jpg,बा.१५च. ११८८
../Datasets/images/image_364.jpg,ना ५ख ४९४१
../Datasets/images/image_433.jpg,"लु २ ७ प 
२ ५ ६ ५"
../Datasets/images/image_60.jpg,"ग १ ख 
२९८५"
../Datasets/images/image_215.jpg,"लु ४७प 
८१८७"
../Datasets/images/image_240.jpg,ग २ प्र ६६७६
../Datasets/images/image_96.jpg,ग.१ ८प२ ९२६
../Datasets/images/image_223.jpg,ना ५ ख 0४ 0२
../Datasets/images/image_265.jpg,"ग १८ प 
८५३२"
../Datasets/images/image_523.jpg,"ना. ६ख 
४0४१"
../Datasets/images/image_176.jpg,"ग १ ख 
४५३५"
../Datasets/images/image_252.jpg,"ग ३ च 
२२८९"
../Datasets/images/image_510.jpg,बा.१झ ९१२४
../Datasets/images/image_547.jpg,"ना.३च 
६७८४"
../Datasets/images/image_363.jpg,"बा.९५प 
९४३"
../Datasets/images/image_237.jpg,"बा.१ ४ 
७५७४\"
../Datasets/images/image_52.jpg,"बा.८५प
९६८३"
../Datasets/images/image_162.jpg,"बा. १८ च 
१५३६"
../Datasets/images/image_448.jpg,बा ७ ८ प २ ८ ३
../Datasets/images/image_555.jpg,बा. ४ ख ७१६५
../Datasets/images/image_412.jpg,"बा.२ख 
१९९८"
../Datasets/images/image_329.jpg,ग.१ झ ४५९
../Datasets/images/image_308.jpg,प्रदेश-३-0१-0२४ च ४३९७
../Datasets/images/image_367.jpg,"बा १ य 
११८६"
../Datasets/images/image_273.jpg,"लु ६६६ 
३५८२"
../Datasets/images/image_550.jpg,"बा.२ ख 
१५४५"
../Datasets/images/image_507.jpg,"ग १ ख 
५0४१"
../Datasets/images/image_150.jpg,"ना. ३६ प 
३०११"
../Datasets/images/image_155.jpg,"ग. १ ख 
९९९९"
../Datasets/images/image_561.jpg,"ना ६ ख 
९३९४"
../Datasets/images/image_529.jpg,"बा.८च 
६0३७"
../Datasets/images/image_53.jpg,ग.१ ख ९२६८
../Datasets/images/image_317.jpg,ग.२ च ५0१४
../Datasets/images/image_435.jpg,"ग १ ग 
१६६८"
../Datasets/images/image_216.jpg,बा ८ ७प२ ३४८
../Datasets/images/image_199.jpg,"बा ११६ 
४१६७"
../Datasets/images/image_19.jpg,"बा २ ख 
१९१२"
../Datasets/images/image_84.jpg,"प्रदेश ०३ 
0000 
६५९३"
../Datasets/images/image_11.jpg,"ना.३ ख 
६७८४"
../Datasets/images/image_149.jpg,"ना. ५ ख 
९१९१"
../Datasets/images/image_14.jpg,बा १५ च ७८३८
../Datasets/images/image_93.jpg,बा.४ १प२ ९७१
../Datasets/images/image_591.jpg,"बा ३ ख 
९७९२"
../Datasets/images/image_581.jpg,"बा. ३७ प
२ २ ३ १"
../Datasets/images/image_177.jpg,ग.२ च  २०८८
../Datasets/images/image_188.jpg,"ग १ च 
४२९२"
../Datasets/images/image_551.jpg,"ना.६ ख 
५६६१"
../Datasets/images/image_409.jpg,"ग.१ख 
९७७७"
../Datasets/images/image_339.jpg,ना ६ ख ७४५३
../Datasets/images/image_59.jpg,"गा.४४ प 
१५४१"
../Datasets/images/image_92.jpg,"ना ५ ख 
४८८५"
../Datasets/images/image_174.jpg,"बा ३ ख 
२१९५"
../Datasets/images/image_31.jpg,"ना ७ ख 
८०४"
../Datasets/images/image_227.jpg,"प्रदेश ३-0१ 
0५३प
८५०७"
../Datasets/images/image_95.jpg,ना. ४ ख १४२३
../Datasets/images/image_78.jpg,"बा.प ०३ 
००३ प 
६३"
../Datasets/images/image_81.jpg,ना. ४च ९३९
../Datasets/images/image_366.jpg,"ग १ ज 
४६२0"
../Datasets/images/image_399.jpg,"बा.२ ख 
३६८२"
../Datasets/images/image_563.jpg,"लु ७ प 
६0१९"
../Datasets/images/image_321.jpg,"बा.७२प 
८७४६"
../Datasets/images/image_504.jpg,"ग.१४प 
३१७२"
../Datasets/images/image_157.jpg,बा. ११च १११४
../Datasets/images/image_553.jpg,"बा.१ झ 
८८१0"
../Datasets/images/image_112.jpg,ना.५ ८ प १ ८७९
../Datasets/images/image_120.jpg,"पे. ६ प 
२७४५"
../Datasets/images/image_479.jpg,"ग १ ख 
४५३५"
../Datasets/images/image_496.jpg,"ग २ व 
१८९0"
../Datasets/images/image_322.jpg,"बा.१0च 
८२५९"
../Datasets/images/image_390.jpg,ना ५ख १0४0
../Datasets/images/image_528.jpg,"ग १३प 
३१७९"
../Datasets/images/image_342.jpg,"को २७ प 
३३९"
../Datasets/images/image_349.jpg,"ग २ ख 
८५३२"
../Datasets/images/image_7.jpg,"ग १७ प 
१२१६"
../Datasets/images/image_261.jpg,"ना २९ प 
५१९२"
../Datasets/images/image_127.jpg,"बा ९ च 
६४६"
../Datasets/images/image_315.jpg,"प्रदेश-३-0१ 
00१य १५८३"
../Datasets/images/image_114.jpg,"ना.४९प 
३०३४"
../Datasets/images/image_580.jpg,"बा.८ च 
९८४५"
../Datasets/images/image_32.jpg,"ना. ६  ख 
९१३४"
../Datasets/images/image_557.jpg,"प्र.३0 १0२३ व 
२५६४"
../Datasets/images/image_569.jpg,"ग १५प 
६४४९"
../Datasets/images/image_249.jpg,"बा १ ज 
८८४९"
../Datasets/images/image_179.jpg,"प्रदेश ३-0३ 
९५८४"
../Datasets/images/image_27.jpg,"ना.७५प 
७६०३"
../Datasets/images/image_272.jpg,"लु ३८प 
३५७"
../Datasets/images/image_359.jpg,"बा ८0 प 
६१३0"
../Datasets/images/image_244.jpg,प्रदेश २-0३-00१च  २७३२
../Datasets/images/image_478.jpg,"को.१च 
९६७२"
../Datasets/images/image_526.jpg,"प्रदेश ३-0१-0२२प 
0८३३"
../Datasets/images/image_340.jpg,"ना ३ ख 
६९२९"
../Datasets/images/image_362.jpg,प्रदेश-३-0१-0२३च २४२७
../Datasets/images/image_168.jpg,ना ५ ख १0६0
../Datasets/images/image_379.jpg,"प्रदेश ३-0१ 
0२२व 
१0७५"
../Datasets/images/image_311.jpg,ग.१ क ३९२५
../Datasets/images/image_224.jpg,ना ६ ख ७0३0
../Datasets/images/image_539.jpg,"ग १ ज 
२४८२"
../Datasets/images/image_129.jpg,ना ३ च ५२३४
../Datasets/images/image_142.jpg,"ना. ६ ख 
 ३३0५"
../Datasets/images/image_387.jpg,"बा.४ ख 
१६३९"
../Datasets/images/image_303.jpg,ग.२च ४४१७
../Datasets/images/image_541.jpg,"ग १ ज 
५५४0"
../Datasets/images/image_490.jpg,"ग.१ ख 
३१९२"
../Datasets/images/image_343.jpg,ग.१ ७प ६ २८७
../Datasets/images/image_314.jpg,ग.२च ६६५६
../Datasets/images/image_80.jpg,"ग २0 प 
४८२८"
../Datasets/images/image_419.jpg,बा.१३ च ३१७२
../Datasets/images/image_233.jpg,"लु १ क 
१७५४"
../Datasets/images/image_269.jpg,"बा.७९प 
६५२0"
../Datasets/images/image_109.jpg,बा ४ ख ७४५१
../Datasets/images/image_376.jpg,"बा २0 च 
१७४७"
../Datasets/images/image_15.jpg,"ग १ क 
४४८४"
../Datasets/images/image_370.jpg,"बा८२प 
१२५३"
../Datasets/images/image_546.jpg,ना.४च३८
../Datasets/images/image_525.jpg,"प्रदेश ३-0१ 0२३ च 
८०१"
../Datasets/images/image_302.jpg,ना. ५च १५१
../Datasets/images/image_440.jpg,"स.९प 
१0५८"
../Datasets/images/image_549.jpg,"बा.४७ प 
४९१६"
../Datasets/images/image_135.jpg,"बा ५९ प 
४ ३ ५ ६"
../Datasets/images/image_351.jpg,"ग १३ प 
४५५६"
../Datasets/images/image_33.jpg,बा १६ च ५५१५
../Datasets/images/image_460.jpg,"बा.२0 च 
१0२६"
../Datasets/images/image_565.jpg,"बा.२१व 
८१९५"
../Datasets/images/image_34.jpg,"बा.५६ प 
६७७0"
../Datasets/images/image_182.jpg,"बा. प 0 ३ 
३०१७"
../Datasets/images/image_487.jpg,"ग २ 0 प 
८ 0 ४"
../Datasets/images/image_415.jpg,"ग.२0प 
२५५९"
../Datasets/images/image_69.jpg,प्रदेश २ ०३ ०१३ प १६७४
../Datasets/images/image_276.jpg,"बा.३ ख 
७६१६"
../Datasets/images/image_533.jpg,ना १ ज ८४३९
../Datasets/images/image_18.jpg,प्र ६ ९ प ८ २ ८ ५
../Datasets/images/image_598.jpg,ग.१ ९प८ ६३0
../Datasets/images/image_397.jpg,ग.२च ६९८१
../Datasets/images/image_154.jpg,"बा. ५  ख 
२७८८"
../Datasets/images/image_318.jpg,"ना.६३.प
१३८"
../Datasets/images/image_301.jpg,"बा.७५ प 
९१५८"
../Datasets/images/image_268.jpg,"ग १७ प 
६१२"
../Datasets/images/image_365.jpg,लु१च४८६६
../Datasets/images/image_464.jpg,"ना.३१प 
३१९८"
../Datasets/images/image_425.jpg,"बा ८७प 
७७00"
../Datasets/images/image_564.jpg,"प्रदेश ३-0१ 
00१प १६0७"
../Datasets/images/image_481.jpg,"ग १ व 
३४९३"
../Datasets/images/image_138.jpg,"ग १ ज 
५६३२"
../Datasets/images/image_556.jpg,ना ४ ख ८९३0
../Datasets/images/image_559.jpg,"बा.१८व 
२९0५"
../Datasets/images/image_600.jpg,"ग. ३च 
१७१0"
../Datasets/images/image_189.jpg,ग.२च ७३९१
../Datasets/images/image_117.jpg,ग.१ ख ४४८३
../Datasets/images/image_290.jpg,"बा. ५७ प 
६८३0"
../Datasets/images/image_103.jpg,प्रदेश ३-0१ ०२४ च १४0८
../Datasets/images/image_595.jpg,"ग ५ प 
९७६७"
../Datasets/images/image_450.jpg,ग. २ च ८ १ २ ६
../Datasets/images/image_431.jpg,"ना. ६ ख 
७७२२"
../Datasets/images/image_65.jpg,"बा प च 
१६१३"
../Datasets/images/image_100.jpg,ग.१ज ७०५३
../Datasets/images/image_427.jpg,ग ३ च ४५४६
../Datasets/images/image_44.jpg,बा ६ च २0 ९२
../Datasets/images/image_568.jpg,"ग.१८ प 
९२0१"
../Datasets/images/image_30.jpg,"बा ४ ख 
६९४"
../Datasets/images/image_462.jpg,लु२च१३00
../Datasets/images/image_161.jpg,"बा. ४ ख 
८ १ ५ ६"
../Datasets/images/image_285.jpg,"बा.७ च 
२७१९"
../Datasets/images/image_253.jpg,"ग १ ज 
४१६२"
../Datasets/images/image_136.jpg,"बा प्र 0 २ 
०२३ प 
४ १ 0 १"
../Datasets/images/image_213.jpg,"ना.३ ख 
९0५४"
../Datasets/images/image_208.jpg,बा ९0प ३0७८
../Datasets/images/image_493.jpg,बा.२ झ ४४४९
../Datasets/images/image_416.jpg,"ग १ ख 
९०७९"
../Datasets/images/image_377.jpg,"ग १३ प 
२४४५"
../Datasets/images/image_102.jpg,"प्र३ 0२ 0१२ 0  
२१६0"
../Datasets/images/image_50.jpg,"ना. ४ ख 
७३३८"
../Datasets/images/image_584.jpg,"बा ४ ख 
१८४"
../Datasets/images/image_256.jpg,"ग २ च 
९१४४"
../Datasets/images/image_509.jpg,"बा २ झा 
१४0८"
../Datasets/images/image_388.jpg,"ग २ ख 
१"
../Datasets/images/image_368.jpg,"ग १ य 
११२६"
../Datasets/images/image_494.jpg,ग.१ ८प६ 0२८
../Datasets/images/image_320.jpg,"ग ३ च 
२०८"
../Datasets/images/image_192.jpg,"ना. ८ ख 
४४८0"
../Datasets/images/image_446.jpg,"ना. ७ ख 
५२४"
../Datasets/images/image_106.jpg,ना. ६ख ३१८0
../Datasets/images/image_99.jpg,ग.१ ख ९४00
../Datasets/images/image_304.jpg,"बा. ७ च 
३०६२"
../Datasets/images/image_68.jpg,ग ३ च ३४७६
../Datasets/images/image_115.jpg,ग.१त ६४४९
../Datasets/images/image_382.jpg,"बा २ ख 
१४१0"
../Datasets/images/image_521.jpg,"बा.प.0३.0२प 
८१0४"
../Datasets/images/image_449.jpg,ग १ ख ९१८७
../Datasets/images/image_183.jpg,ना ४ ख ३८२८
../Datasets/images/image_438.jpg,"बा २0 च 
३८२0"
../Datasets/images/image_211.jpg,ग.१ 0प७ ४६१
../Datasets/images/image_571.jpg,"बा २ ख 
२१९८"
../Datasets/images/image_221.jpg,ना २च २३२
../Datasets/images/image_262.jpg,"ग. १ ख 
९७७७"
../Datasets/images/image_209.jpg,"ना.३च 
२५८६"
../Datasets/images/image_324.jpg,"ना ४ ख 
४९४२"
../Datasets/images/image_191.jpg,"ग. २ख 
१0५"
../Datasets/images/image_259.jpg,ना. १ज ८८५६
../Datasets/images/image_228.jpg,ना.४.त ४५५९
../Datasets/images/image_292.jpg,"ग १ ख 
३१७१"
../Datasets/images/image_574.jpg,"बा.७२प 
५0९२"
../Datasets/images/image_353.jpg,"बा. ३ ख 
३0५४"
../Datasets/images/image_206.jpg,ग.२ च ७६७५
../Datasets/images/image_260.jpg,"प्रदेश.२.0३ 
00२ख 
१९२७"
../Datasets/images/image_534.jpg,"बा.३७प 
५४४४"
../Datasets/images/image_283.jpg,"ग. १ ख 
९४00"
